ID_UNIFICA;EQUIDAD_SOCIAL;COBERTURA_SALUD;COBERTURA_EDUCACION;COBERTURA_ACUEDUCTO;COBERTURA_ALCANTARILLADO;DISTANCIA_SALUD;DISTANCIA_EDUCACION
6800110000000011000145;41,8587492406368;4167;2666;110;199;1213,92155692;718,955699534442
6800110000000012470209;3,20597012852555;9012;6533;5;4;30,9211582902;243,326645192549
6800110000000013120111;3,97101448325143;11289;7792;6;4;227,151766945;381,5290824988
6800110000000013340304;8,28958324684451;16655;11300;5;16;35,852625289;121,715997190079
6800110000000015020709;37,388356915892;4243;2772;638;398;739,85849846;1306,19065857391
6800110000000003050227;10,3341463658868;3294;2227;9;13;125,516083196;166,370996440065
6800110000000002800704;28,2034038290064;14254;9893;305;162;233,062172303;242,925907399967
6800110000000002850705;18;157;109;5;6;267,19849662;25,8078281394711
6800110000000006590101;10,0968751066054;12228;8364;4;2;372,126054198;86,6003261796336
6800110000000001880446;57,0171248161629;6303;4074;207;242;395,059981415;247,50638077033
6800110000000003200507;7,83404257132652;11942;8129;7;8;51,9923917484;535,527635072318
6800110000000005280108;9,38058251779056;14179;9633;45;67;318,904270028;219,057498795328
6800110000000005700242;5,54298242351465;8710;6009;5;18;137,116272315;386,896723566296
6800110000000011000224;23,3591463493138;10781;6965;17;11;312,055395863;134,539096210028
6800110000000011950324;9,76709392437568;18340;12172;14;7;213,207090252;354,226353754373
6800110000000012370402;2,12530119636332;14512;10625;9;10;26,894899907;200,605625559239
6800110000000012420210;2,46818178892136;3983;2779;14;13;521,85632333;411,897035481788
6800110000000013190109;13,8097826773706;8311;5805;7;13;267,421771478;271,568244955949
6800110000000015020236;20,8803570313113;5382;3530;713;464;649,331060141;1146,8085513998
6800110000000007970224;7,00079364057571;7530;5006;2;2;817,265698995;587,570918473169
6800110000000010820121;6,65744661143485;6296;4490;3;7;171,168024711;304,082421386489
6800110000000010820403;4,7626262701521;12794;8862;269;83;229,126626048;149,213435601834
6800110000000001880345;20,353060846426;8164;5408;94;89;285,161462581;617,534845767566
6800110000000001020910;25,946237000086;12029;7687;23;15;575,732512999;297,54371374533
6800110000000001890129;54,2046872079372;2366;1538;251;287;2719,1949641;3324,83019108782
6800110000000005270606;15,6294115711661;10630;7269;10;13;303,680492225;339,031963488684
6800110000000004730120;27,0770829836528;14535;10043;201;184;93,9775452972;80,1545599246074
6800110000000005270223;5,58351647329854;10930;7522;8;8;421,736952499;54,6957944154751
6800110000000012480104;4,94807693247612;6597;4782;3;2;34,8811203759;59,6245982138331
6800110000000013170208;19,9369561335315;10139;7034;7;15;94,0151106204;288,135075671541
6800110000000013300508;8,8273584077943;4741;3240;3;5;329,048529443;167,710016784172
6800110000000014100352;12,5868851708584;5595;3828;43;36;477,694224885;258,439251952747
6800110000000002030201;30,6809425959822;14940;10231;138;98;453,222888214;204,71732042299
6800110000000002770147;53,0092039342307;12630;8448;204;161;496,368464441;379,915138267292
6800110000000002780506;22,4856572493139;14535;9969;137;91;424,106086463;153,644022061082
6800110000000004710104;16,7094595625594;13948;9672;139;133;95,9507964485;66,1488277002192
6800110000000006360601;53,251744192007;11796;8256;4;5;187,903460527;212,506411380191
6800110000000007420141;3,63935184189015;21217;14541;9;12;224,97159779;145,59084950139
6800110000000013190304;8,06938774883747;15138;10207;6;10;157,528988692;299,813979191338
6800110000000013150509;8,83582088840542;13259;8979;8;4;162,231950403;266,04205540173
6800110000000014100346;24,6774509981567;4496;3094;48;43;504,617651496;357,390654698825
6800110000000015020128;27,8272726246805;9524;6121;680;515;117,753671169;698,947281707288
6800110000000003070404;11,9743119664148;15373;10226;30;28;298,202048798;196,267390347581
6800110000000011010130;14,7598765367343;5482;3698;254;210;671,419779524;743,150423257007
6800110000000010820844;47,0489204297195;15264;10034;1822;987;190,624517227;418,579174183067
6800110000000011940409;27,1786227649537;11067;7211;1656;981;487,67754016;178,001305321369
6800110000000012370106;1,47083333176043;13630;10165;7;8;133,02036681;564,743243727754
6800110000000012380204;2,02054796092314;14872;11274;2;5;78,4888712868;740,02241472185
6800110000000013160110;6,4205263125269;15429;10129;9;19;229,85386465;235,156148028337
6800110000000013300307;6,93583343488475;6425;4447;4;9;113,870926555;462,549749691803
6800110000000005270615;13,8192306665274;9699;6636;10;12;323,795253157;339,277599802296
6800110000000014100113;19,2482457835423;12892;8892;38;34;498,105631767;200,625073013652
6800110000000015020222;17,8022988541373;5665;3718;750;477;612,328582893;1188,77503918629
6800110000000001020645;13,5780991759182;10982;7199;105;107;257,677469619;613,602436686494
6800110000000001020708;9,69007632022596;12871;8779;132;85;119,925227842;337,14335801715
6800110000000002850311;27,1541662216187;8208;5505;279;137;491,765680746;340,073636156297
6800110000000003070511;7,22528733056167;13827;8988;11;20;350,460171616;201,250739814699
6800110000000012930202;5,53815788030624;10396;7146;4;3;372,55172657;93,1889683483309
6800110000000001010430;27,5766673935784;15338;10542;150;78;361,969565572;223,489564934224
6800110000000003080208;3,89666666110357;11604;7452;10;15;93,7181572679;297,249402810691
6800110000000004230135;40,8453237221395;12018;8157;547;496;406,024655375;455,395055655015
6800110000000004230167;33,7031697555327;13301;9067;524;482;289,70377284;300,336032242977
6800110000000008560309;13,1245397925377;17834;12494;127;114;280,204464127;168,17979787187
6800110000000009440319;24,5368753887713;10221;6863;3;3;192,149907995;318,186992758253
6800110000000011960114;16,855172402386;7047;4743;3;10;734,95564065;692,270796469474
6800110000000012430401;9,37000023784737;5436;3531;23;24;602,469450961;820,84829211166
6800110000000015020532;34,1722214806963;7436;4842;750;472;450,093165818;924,87972392805
6800110000000004230101;23,4394063757638;11300;7700;417;377;224,618897746;114,293852138938
6800110000000006590108;11,8554217926709;8811;6197;1;2;170,091341269;392,752032344845
6800110000000010620111;5,65813964189485;11665;8295;8;13;377,336670432;346,214286160294
6800110000000009870107;18,9234044577213;6438;4521;4;2;359,372043955;311,890712595018
6800110000000011940722;33,332142457366;12679;8241;1968;1263;511,196057412;276,087705138673
6800110000000011960505;12,2384613460073;6248;4200;2;13;1017,26119547;947,722481927074
6800110000000013340111;8,30208343764146;15453;10377;4;11;96,4839355577;298,323143436511
6800110000000015020119;30,447569311493;10249;6614;807;560;249,608943121;846,326316728866
6800110000000015020230;32,1188405613968;3899;2553;608;409;721,565800909;1056,65205921707
6800110000000004740133;50,18928495286;9370;6402;534;478;466,102325964;530,296179949615
6800110000000009440119;17,3662647001715;10865;7378;5;3;281,536033809;174,403030516699
6800110000000010620319;9,55615375500459;9443;6671;5;9;323,69245167;313,793178089062
6800110000000009630130;10,976582430586;13375;9164;9;7;141,066890801;218,749558638094
6800110000000011940727;53,3559329152781;12639;8159;1901;1229;554,374607026;435,953694665013
6800110000000012430410;5,4412281226955;5517;3610;23;24;746,981813004;844,753539961235
6800110000000013350209;1,65443038119923;15507;11192;8;11;75,2199014142;411,486594838458
6800110000000015010135;5,85714286849612;6323;4391;17;5;110,458788379;336,675217080828
6800110000000015020733;26,517021384645;2503;1649;346;237;939,570957929;1122,20201214543
6800110000000001880201;35,0670884651474;7469;4823;211;246;202,624967069;138,796253470252
6800110000000008610319;12,9754718131614;10977;7443;137;141;270,303430426;174,782264097658
6800110000000009440320;10,0108433681798;12814;8575;6;6;102,099860441;372,265569335969
6800110000000009630134;20,0315070503379;12554;8787;7;10;69,8168494554;75,2178402978529
6800110000000004210107;13,8231249794364;4971;3516;6;7;177,669050392;251,036205268399
6800110000000006510105;9,61800004482269;6678;4651;6;6;398,845287334;438,855971999727
6800110000000005290102;31,4481706808253;4469;3081;8;12;217,394854827;118,892857495091
6800110000000010620105;5,26710527115747;11362;8038;10;13;357,564675474;271,124252051478
6800110000000008610124;20,1221240777357;13315;9314;68;52;75,8692478387;280,381910285081
6800110000000008610132;7,12073171111505;13801;9733;52;29;387,767507329;24,429202956083
6800110000000013140112;2,56615385183921;11984;8266;4;3;52,8580107103;185,149648279446
6800110000000015020152;31,4364407668679;4640;3042;170;175;436,85899789;903,026862841068
6800110000000001880350;29,2166662860561;9707;6346;165;164;132,531831282;325,820203107609
6800110000000002780601;21,2838112526253;14352;9834;135;97;455,826063786;193,027603554662
6800110000000004240203;21,1641027285503;4266;3094;14;13;14,6381168299;377,639860720295
6800110000000005270206;7,1982759018054;10385;7129;8;8;316,348895807;166,499147975204
6800110000000004740137;37,0091662963231;8433;5752;465;416;500,164982688;512,830698821728
6800110000000005700245;10,1461536196562;7860;5424;5;18;170,180402805;369,41752364671
6800110000000010620722;6,2079546011307;11960;8351;10;10;344,836784498;83,9845652481712
6800110000000011940216;33,1279213099511;14547;9628;1452;739;309,137942537;171,513977109744
6800110000000012930405;6,18500006645918;9131;6115;0;5;518,656718619;350,272423580737
6800110000000005270603;13,7902985010574;10705;7349;10;12;334,058949778;297,754581971071
6800110000000011940219;6,19041663656632;16537;11155;314;73;109,316630459;118,841470471189
6800110000000011960207;7,56694919628612;6972;4678;3;12;816,036611526;888,781533370232
6800110000000013160212;14,3103958344696;12835;8642;8;17;135,810292523;110,423989523618
6800110000000001880208;37,9333333724584;7144;4618;216;256;239,528559532;130,793702774337
6800110000000001880442;39,9964293582099;7799;5052;218;256;248,343053437;76,5013087381513
6800110000000002850609;25,9810344761816;799;524;191;198;760,328441943;750,581651052875
6800110000000006570103;7,70460527086336;9809;6781;22;14;163,125122254;66,7947372780588
6800110000000007970201;8,69769244744228;9127;5972;3;2;684,992756821;335,476056732551
6800110000000010620317;2,01439395366293;9555;6690;9;15;228,778370341;442,805473726537
6800110000000003200501;27,2454545265668;4313;2984;6;8;424,532269177;572,707547125035
6800110000000005700118;13,1614034928774;9131;6244;8;23;141,432657053;259,764750682072
6800110000000006360214;8,8529071679642;12282;8869;4;4;76,918152844;213,556055136982
6800110000000006360614;3,88546512085338;11443;8021;3;3;96,689060436;184,855005024797
6800110000000007420210;18,3715682282946;18684;12952;29;22;292,325852072;446,162674010865
6800110000000010640203;4,55625005149179;11144;7769;5;4;264,828094406;374,366562484716
6800110000000010820621;24,8939996138641;14807;9780;1594;764;141,606093223;302,038948829196
6800110000000012470203;16,9394364252057;9330;6831;5;3;45,8790651726;350,696722145486
6800110000000002850315;29,3286293379722;10685;7163;326;172;388,056525857;404,88223692492
6800110000000003200410;11,2143679168718;17312;11690;5;6;131,646740791;259,734285356728
6800110000000004750153;25,8136367464994;15056;10322;511;470;202,809553561;238,737140071392
6800110000000005670103;4,91923076220048;8102;5584;6;7;178,42559243;216,274656811804
6800110000000005700228;9,30606043700016;8946;6222;4;5;81,7400533057;372,839161018883
6800110000000009630211;6,62031260691583;9151;6439;7;12;209,755190128;123,371341966465
6800110000000014100362;10,0904494061899;9263;6444;33;29;291,944711695;222,071010647686
6800110000000001020904;28,3454546007243;11389;7252;79;99;677,660073605;110,557270700126
6800110000000002780605;33,0694556655245;15028;10293;139;104;475,878811692;203,733913766044
6800110000000003050317;29,9609585200271;8900;6052;9;19;188,571244884;338,832995965046
6800110000000005700246;8,10094336518701;7630;5259;5;20;217,212747207;311,686170488237
6800110000000007980118;22,0709675050551;6152;4122;1;2;764,678472418;173,342373795594
6800110000000009440125;26,6467105409032;9730;6617;6;5;306,755620836;438,235211509616
6800110000000009870104;9,91509435536726;7215;5067;6;9;310,731411269;244,586563398796
6800110000000012430407;11,5450820166801;6352;4173;23;24;691,27722779;793,536976820877
6800110000000012370204;3,37236842277803;14434;10641;8;10;58,6803408149;394,470643926335
6800110000000012460108;1,78648648270079;9386;6958;4;3;24,4601877205;398,640804543201
6800110000000013320208;2,33918919595512;14373;9924;2;1;107,085467287;318,294353192416
6800110000000002760137;34,9649206699501;13793;9430;89;62;218,329053564;253,487915491052
6800110000000004230123;31,6568749919534;14453;9858;534;492;312,792058531;366,090006428882
6800110000000003080303;9,14999987397875;7890;5055;7;12;68,9029628969;148,330486583634
6800110000000004750144;42,8194443252352;2634;1828;77;69;409,243745816;570,040604428062
6800110000000006580207;8,29700000405312;15742;11083;79;59;236,657168941;275,104560831325
6800110000000009630104;15,4232394888367;15130;10169;7;5;176,755472493;313,94652917998
6800110000000012370107;1,49444444270598;13593;10210;5;7;88,4743098935;643,756402167158
6800110000000012430140;7,53958310683568;1213;815;13;2;44,0430259234;216,944825221164
6800110000000013300603;44,1664285182953;3742;2528;3;6;192,832070315;276,726020782119
6800110000000001010405;15,5905796816384;14471;9935;169;81;269,84115475;186,083084520546
6800110000000001020204;21,6961542147857;14379;9712;72;47;248,813517848;435,863195736678
6800110000000002780112;21,528087705255;15630;10846;115;78;63,513629448;59,9027666992316
6800110000000004230159;46,7749999960264;11303;7680;510;459;379,282252857;411,700537219013
6800110000000010620508;2,20723686171205;9041;6280;9;13;174,282967418;489,881527954621
6800110000000010620604;9,6156627435282;9737;6591;43;48;308,593486732;380,234261684915
6800110000000011950133;13,5076925034051;12784;8427;15;6;198,265181447;636,046845682382
6800110000000011960508;5,79600001394749;6020;4048;1;12;1014,67487062;934,512485011698
6800110000000013160208;16,23413478841;14891;9950;6;15;180,475373896;214,313572051737
6800110000000014110410;12,3018017803227;9282;6315;169;138;897,459089124;114,393952356815
6800110000000002780119;37,3032007350922;15451;10746;124;83;98,0695494889;121,285403518281
6800110000000003200103;15,6422225793203;7929;5478;6;7;216,370918432;460,340395195569
6800110000000004750143;61,7481479733079;1906;1319;77;69;427,525166887;542,775320700293
6800110000000008560132;15,1274692390436;15694;10876;149;140;269,766706199;99,9152824538505
6800110000000010640129;7,33505164286525;15481;10330;25;17;345,292013132;296,488752307272
6800110000000011000129;27,5616067860808;8736;5562;16;10;519,041205923;243,882168653925
6800110000000011950327;7,26958328932524;17845;11915;15;14;312,121048373;425,843266462528
6800110000000011960208;6,29561400674937;6659;4467;3;11;876,187946241;962,683620109752
6800110000000013130106;3,945783187826;12907;9133;3;3;63,6508228344;447,288522711155
6800110000000015020232;34,1945212752852;4198;2759;652;425;703,030738868;1105,84595245211
6800110000000001880234;57,1858093545244;7011;4527;207;244;245,140457718;186,172107211422
6800110000000001020518;27,4779848945675;14831;9769;97;91;144,390382712;688,348947892797
6800110000000001880436;39,2989899052514;9089;5906;230;273;126,042349706;180,711508175736
6800110000000005700103;7,0422221687105;5318;3674;9;26;318,14599174;206,353452447062
6800110000000010620631;14,6660254536531;9119;6138;64;65;272,010014275;443,60615338855
6800110000000010640131;5,0131250038743;11900;7921;111;84;334,261580197;454,635633202648
6800110000000002780510;14,9143678036686;13785;9577;135;82;382,331502761;90,5793358298059
6800110000000002800205;21,6586208439421;12137;8203;422;217;258,45418371;20,6002270988912
6800110000000003200202;4,10824743896416;16398;11092;7;9;147,295812781;99,0052198566786
6800110000000004230166;50,9007076895829;13063;8913;523;477;306,304398214;319,523890554697
6800110000000007970205;11,2108334779739;7901;5170;2;2;730,28711448;440,487067239723
6800110000000008560127;22,8175434629645;17029;12057;69;53;300,265235629;117,031006271567
6800110000000009870207;4,13043477483418;6805;4788;2;7;487,532418225;450,093365803554
6800110000000010620413;6,51611114806599;9954;6819;43;49;397,940519024;276,589590335326
6800110000000011960215;8,48482153085726;6586;4415;3;11;887,501047876;832,639418455884
6800110000000011940706;25,8037692152675;16495;10837;1909;1029;248,973219922;402,661744516733
6800110000000011940719;36,1921874750406;14157;9205;2129;1389;463,73202326;422,11243569232
6800110000000012480107;2,42211537865492;6173;4496;3;2;19,0459133383;150,198704132383
6800110000000013300310;8,23076923659597;10885;7642;5;13;191,810974661;346,086538382229
6800110000000014110111;18,8589841695502;13714;9394;64;61;473,011530744;233,224191814759
6800110000000004180319;25,4437497513635;5165;3691;6;7;294,163181134;217,060724171052
6800110000000005700226;14,0298507658403;9119;6304;6;7;56,2927431647;353,342490963089
6800110000000007420103;2,60424528074152;20829;14093;9;12;275,796356331;317,05508541744
6800110000000007420829;3,3333333228261;17681;11929;12;18;264,624780411;321,816589080816
6800110000000015020239;20,5615384762104;592;410;68;85;653,035471573;635,807054469207
6800110000000001020201;12,3851144905309;15103;10139;102;61;210,908794281;478,829364081809
6800110000000001020304;10,3165383870785;13727;9442;76;40;274,480121309;164,197370318766
6800110000000001890121;50,2250008022084;2616;1709;286;336;2766,25167825;3318,44618171745
6800110000000002770221;23,4581149710411;13999;9426;211;163;504,924754196;395,187291588676
6800110000000003060105;26,3972974364822;15035;10207;118;88;381,949902008;126,526157743548
6800110000000011940607;32,8000003194463;10011;6371;1528;1055;714,344206046;557,934800882864
6800110000000012460109;5,19477610890545;6156;4596;4;2;34,0244476304;325,17678203855
6800110000000013170205;18,7368682863736;11817;8092;7;18;113,560392247;180,823217449743
6800110000000014110469;47,6651522463018;8636;5864;164;133;918,286429654;207,551233171357
6800110000000001020511;25,1589469658701;9379;6290;149;112;168,150278877;754,461383772938
6800110000000001880354;37,0247899183706;10130;6643;108;111;266,43802264;543,816942552859
6800110000000002030113;35,0422377891192;13654;9328;141;107;532,315294279;302,433122074091
6800110000000005260402;11,9311472959206;8235;5742;3;19;212,359995162;176,74635226658
6800110000000004250121;18,370370555807;3388;2394;12;12;585,049704589;703,086780445219
6800110000000007420139;6,8716217188819;19489;13263;6;9;148,607722882;164,348363721039
6800110000000007540306;5,36413052597124;18416;12507;8;10;165,756211487;214,566082827715
6800110000000010820707;18,254362500754;10900;7158;1452;772;27,5123052509;332,651988586849
6800110000000001880402;38,8926132917404;8347;5410;222;257;128,21787962;71,7810264710016
6800110000000002780109;20,059336252727;15147;10500;107;75;29,7982767595;98,6139414642794
6800110000000002800107;33,1869222946656;12955;8959;93;67;97,1952752502;135,405000632009
6800110000000002850132;49,4535337505919;7138;4737;394;207;543,403132243;197,698624476207
6800110000000005270108;11,5231249004602;12749;8838;7;9;407,141004029;378,680469150773
6800110000000004250107;25,5445946680533;4210;3044;13;18;404,443307383;141,856728139644
6800110000000004750165;19,3877775978159;10652;7366;393;339;409,489816879;372,535713792275
6800110000000007420136;3,07500000410911;15992;10737;10;15;393,827742675;401,632629826871
6800110000000011940545;9,09818841538567;17204;11488;786;288;164,943405961;205,888941823326
6800110000000012430411;6,9533334321032;6513;4276;23;24;734,650386191;761,663177623168
6800110000000001020512;26,1725802447206;8843;5910;137;107;206,159563168;709,823212015786
6800110000000004180424;43,6611102422078;556;371;3;4;714,898140025;639,651840684294
6800110000000004220205;22,6364864733842;10411;7129;408;365;305,148616898;210,83446567426
6800110000000011940307;8,21478243288787;17741;11844;10;8;343,655788133;47,3520171194269
6800110000000013120316;9,84719096609716;10670;7398;13;12;458,52499322;283,854562033772
6800110000000013300111;23,4389701520695;2434;1677;3;9;358,696296932;390,188468401852
6800110000000001900436;39,3170638481776;11500;7732;142;122;333,263682841;498,260408249424
6800110000000007970215;9,235106491028;5805;3834;3;2;789,612485586;584,906411937389
6800110000000012430408;13,9400004254033;6257;4105;23;24;713,271927717;776,802338887819
6800110000000012370303;1,50072464087735;11072;8406;6;3;43,6061340608;441,878021364487
6800110000000001020916;34,1738896873262;12030;7670;24;21;683,039390376;375,590004286842
6800110000000002780102;38,6463294915103;13992;9694;100;70;46,4116675593;179,400709957182
6800110000000004230127;36,4786191535623;13795;9415;531;488;324,670956711;368,967236372961
6800110000000013190206;6,879798017668;14571;9794;6;14;213,666958495;195,877898186986
6800110000000013150309;10,4542104109337;18812;12628;9;9;45,8110289757;103,736670256146
6800110000000015020818;37,6161283523806;7087;4585;387;335;161,221596858;469,876581109423
6800110000000002030606;39,5856097174854;13643;9288;162;128;540,006152944;340,57253041286
6800110000000002760135;26,0541142459157;12781;8646;85;62;286,278040041;262,87345864357
6800110000000002030129;38,6887437997958;15141;10344;133;88;473,182468346;285,617815315507
6800110000000004210112;31,6470244910036;4979;3512;12;13;237,259283287;379,991069793525
6800110000000003080310;6,98199993054072;12120;7861;8;12;84,2452347709;267,919640132362
6800110000000005280214;6,53192770050233;12246;8503;32;44;83,5144079465;292,06444476079
6800110000000007540107;7,62407416988302;12405;8557;4;5;111,638268884;210,900510831579
6800110000000008560115;14,8553571610578;11809;8111;139;122;72,5015774521;68,1827932599157
6800110000000010820308;2,22352941527086;11769;8371;5;4;335,176775178;389,734390988227
6800110000000011000222;20,6408603460558;10628;6878;84;51;248,052518332;220,257984510351
6800110000000012400102;5,47678571087974;1274;902;1;0;371,063591434;1147,69526397703
6800110000000012430126;3,6291666602095;2749;1896;9;10;514,295815211;375,687684640029
6800110000000013190506;4,31979167057822;14519;9892;6;8;62,5256069711;281,029346925094
6800110000000001020607;17,5604653201362;14069;9248;95;91;213,533534657;576,849916005377
6800110000000001020805;30,1631069738888;9800;6425;82;84;199,067816215;486,638403955074
6800110000000011000110;16,5107693415422;9446;6030;16;10;417,060282452;158,799414251088
6800110000000002030609;25,1002491172866;14430;9858;158;130;518,625793876;395,208333463811
6800110000000001900225;61,7756756842136;13476;9107;141;44;134,866815249;196,978416970577
6800110000000002760210;51,7872548991559;2832;1861;346;270;636,436958436;501,985048352651
6800110000000003070507;10,2653846721073;13480;8718;23;27;386,728675526;131,903679156685
6800110000000006510120;15,2951613164717;5669;3906;4;4;434,713021075;388,492672787756
6800110000000011000410;37,5200003564358;4167;2666;110;199;1171,72062555;633,192293535967
6800110000000012430414;10,6196079004337;4922;3202;23;24;791,255234239;822,30384991927
6800110000000001880318;25,8216980043447;5173;3505;114;71;125,197110487;812,534822584964
6800110000000003070310;14,17619033541;15287;10283;12;19;229,813737042;109,276358321267
6800110000000004230150;59,6362189439338;9485;6550;478;425;413,489796193;445,187319993392
6800110000000009440211;26,5293107395885;12417;8461;8;5;256,012840544;192,819602409138
6800110000000012370312;3,42658227342594;12000;8896;6;3;55,3282234336;265,83583732171
6800110000000013330320;1,42756410172352;15477;11386;4;7;54,7143833979;776,858176836101
6800110000000013350102;10,0069621228908;13453;9227;4;14;119,404462302;173,043381521103
6800110000000001880432;34,9016311997953;8752;5689;208;242;60,6041351262;171,475028462568
6800110000000001880342;31,9416662851969;7987;5239;148;133;272,19740115;394,64475079636
6800110000000001900204;21,7434206471631;13253;8904;215;79;43,6034953933;161,646920523519
6800110000000003050315;23,0846934999738;5358;3601;6;11;114,636665583;161,90284107651
6800110000000004180309;22,6095586103552;5693;4063;8;10;122,85919437;76,3851015632347
6800110000000007420144;2,91412213319586;22537;15389;10;13;268,809069952;290,336748191262
6800110000000010820850;26,1281436995832;10728;7056;1554;1032;274,807008455;607,033498303202
6800110000000011940671;29,6957144302981;10577;6829;1724;1103;588,571475029;288,902158920631
6800110000000012410107;2,15113633735613;4515;3259;4;2;275,269967464;753,706040775332
6800110000000013330109;2,49850746322034;15138;10583;1;4;104,875130585;402,822184088988
6800110000000015020730;31,1784313636668;2851;1880;413;260;911,664085985;1166,91498357792
6800110000000001010123;19,6816327742168;10488;7118;141;78;136,849121449;618,124129481337
6800110000000004740118;32,065999601682;13086;8889;541;490;383,797112713;401,103610850447
6800110000000011950206;6,11707315260802;18797;12567;4;12;314,628507123;354,303587336474
6800110000000015020245;24,4958332603176;2573;1698;355;238;931,707095069;1085,51181357331
6800110000000001020101;15,0909911522994;12743;8458;158;119;49,6511379393;667,047292101485
6800110000000005700248;13,3240385078467;6864;4748;9;24;229,934217384;311,440623879284
6800110000000007540304;4,46927715263453;18127;12288;11;15;161,412554298;204,687883431808
6800110000000008610326;28,6693965623091;11061;7594;143;146;309,324397985;228,63296299084
6800110000000009440103;19,6993508501486;8928;6008;3;3;294,241180549;346,680389564769
6800110000000009630202;21,4914070134982;11374;7907;7;7;72,7121113037;59,8948617421708
6800110000000010640214;5,25608113085901;10670;7413;14;17;141,089338473;359,831614933423
6800110000000010820623;15,033600205183;13638;8995;766;309;268,161900351;286,695470715512
6800110000000011940320;5,35762710237907;16830;11390;112;37;74,2839332072;162,870602433244
6800110000000015020530;29,2824782927831;8843;5773;751;475;383,310993723;881,548976258748
6800110000000001010433;19,3907694000464;15276;10416;83;26;197,042654368;61,5794601015743
6800110000000001020635;28,111764358247;16134;10519;95;91;286,370311389;474,878140826659
6800110000000003080109;6,32087905950599;14858;9613;9;19;128,213778005;420,335455447856
6800110000000005260406;9,9435713989394;11648;8125;30;35;94,7867011215;244,683216441145
6800110000000005670107;13,3007575707002;6589;4538;5;7;114,311257373;310,807980749111
6800110000000005670207;3,47192982205173;5381;3705;3;5;135,969931638;379,90288471094
6800110000000006580208;7,5162162165921;15240;10679;82;62;193,059899623;320,100700444318
6800110000000008560152;14,3323231159587;17511;12415;68;46;380,734743998;79,3978993158448
6800110000000009630127;7,77025318673894;12276;8471;9;7;176,002745242;177,89193070957
6800110000000010820728;12,6965384857013;12667;8303;968;458;300,335074818;69,4995029045765
6800110000000011940649;28,4084455121208;10837;6982;1811;1168;608,933519061;399,535424465801
6800110000000012430625;5,50636369166049;4166;2678;23;24;593,539220181;781,924417343189
6800110000000013170110;13,1052939078387;10416;7149;6;17;122,076529516;142,733063445092
6800110000000013150415;2,74661015858084;12046;8154;7;3;126,916486741;134,07918262921
6800110000000007420527;7,22302632474978;17749;12429;60;37;214,372790772;139,685315823984
6800110000000011950405;8,84278835986669;13647;9262;4;11;285,733804102;378,877696489591
6800110000000013150501;5,14360469891581;17111;11663;5;4;59,8419752615;277,267916864215
6800110000000005290505;5,33333333522554;8461;5760;28;33;142,663992728;146,501941757043
6800110000000007540410;2,87149122605721;18928;12969;10;10;77,0525671329;287,874921437553
6800110000000010620402;6,60235294454238;9767;6547;125;126;384,34977799;433,52367463879
6800110000000013190412;7,25882356160996;17381;11638;9;9;53,6052506212;149,288572652678
6800110000000001010432;19,3711263545802;16257;11161;151;79;344,338053594;187,434065527268
6800110000000003050223;25,4481482947314;2104;1419;12;17;349,028822206;396,736602613189
6800110000000004210502;8,8756944992476;7301;4924;2;6;122,728050487;647,095810964958
6800110000000006500107;10,035999819537;11219;7772;7;6;103,373672499;419,121316433812
6800110000000007420523;6,19349587096916;21613;14904;23;20;231,285543172;121,796737320447
6800110000000007980225;23,7416664163272;5501;3647;1;2;543,140901037;443,731552394547
6800110000000008610141;14,9401783921889;12187;8344;140;138;253,338899691;271,320806902576
6800110000000010820729;40,2757816333324;9176;6039;1244;694;76,2252565764;338,825308527476
6800110000000010820814;24,0109094345208;10513;6838;1570;1090;441,320458552;676,261947891783
6800110000000012430611;20,4460784741769;4070;2615;23;23;669,226234158;856,628011514221
6800110000000012430630;13,928846584633;4085;2625;23;24;699,098800359;904,962559566129
6800110000000012430138;5,91428552355085;320;214;13;2;320,457852147;210,795285727174
6800110000000012430312;2,68611112416342;6093;3981;9;11;435,097068919;516,350008602723
6800110000000011000418;34,6266664875878;4443;2858;111;200;1099,24955359;550,043503255518
6800110000000012680120;1,84999998126711;1436;1029;3;1;239,325269372;1268,49218844015
6800110000000014100334;9,27285715256419;7305;5092;44;37;424,708388001;223,920553508739
6800110000000015020814;52,7531661655329;6114;3930;316;279;208,303400771;381,817068621132
6800110000000002760223;42,8972979622918;1787;1150;262;180;629,481614695;492,249338874053
6800110000000007970207;7,81904762321048;8050;5280;2;2;768,675528183;492,312824493634
6800110000000010620202;5,13571419531391;10953;7855;7;12;342,751882766;230,97508377162
6800110000000010820677;59,8444451984258;14967;9871;1556;726;164,130299157;266,675359781957
6800110000000011960413;7,84310339750915;3686;2505;2;32;1146,94452895;1129,65347069677
6800110000000012430301;16,4499997982272;3580;2385;9;10;536,1741459;261,078372440167
6800110000000012430313;2,75000000372529;3389;2220;9;11;378,673649534;453,146428090404
6800110000000015020244;40,8170446509665;2243;1486;301;214;976,084303253;1038,97681191687
6800110000000002800303;33,5088341720122;14889;10309;211;105;238,425235424;173,789028820111
6800110000000002850302;22,6363635686311;8095;5481;158;106;494,587946033;451,21470655559
6800110000000004750142;50,9629620534402;1906;1319;77;69;442,268884783;536,790838444603
6800110000000012370208;3,91358020064639;15880;11509;8;11;41,7214576552;339,683634161912
6800110000000012430622;7,86339291145227;4191;2694;23;24;596,29621623;793,014346101681
